2025-10-04 17:32:21,270 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20251004_173221_269 ===
2025-10-04 17:32:21,271 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_173221_269/input.pdf (3979403 bytes)
2025-10-04 17:32:21,271 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-10-04 17:32:21,272 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-04 17:32:21,272 |     INFO |         log_mappings:  83 |   'Vivek' → 'Anish'
2025-10-04 17:32:21,272 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-04 17:32:21,272 |     INFO |         log_mappings:  83 |   'Vivek' → 'Anish'
2025-10-04 17:32:21,276 |     INFO | log_pattern_building:  99 | Building regex pattern for 1 words (ignore_case=True)
2025-10-04 17:32:21,276 |    DEBUG | log_pattern_building: 100 | Words to match: ['Vivek']
2025-10-04 17:32:21,276 |    DEBUG | log_pattern_building: 101 | Compiled pattern: Vivek
2025-10-04 17:32:21,290 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 17:32:21,291 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 17:32:21,293 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!""#$"%&$'
2025-10-04 17:32:21,293 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!""#$"%&$'
2025-10-04 17:32:21,294 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '"#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34'
2025-10-04 17:32:21,294 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "'&(#)%*#+"
2025-10-04 17:32:21,294 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7!'
2025-10-04 17:32:21,294 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: ',)(!'
2025-10-04 17:32:21,295 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$#'
2025-10-04 17:32:21,295 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '-$!'
2025-10-04 17:32:21,295 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "+(%,-'"
2025-10-04 17:32:21,295 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '()\'.\'/.#&"%,0.#\'/.#&\''
2025-10-04 17:32:21,295 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '$6!-/(!)$,#1(!)(8,(.1('
2025-10-04 17:32:21,296 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "9&#)-7!:(!:&++!)/$:!%&*!'&*;#*3!<.$!(8,*-&$.)=7!-/(.!:(!:&++!)/$:!:&-/!(8,*-&$.)"
2025-10-04 17:32:21,296 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: '!""#$"%&$ !""#$"%&$ "#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34'
2025-10-04 17:32:21,296 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: '!""#$"%&$ "#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34 \'&(#)%*#+'
2025-10-04 17:32:21,297 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: '"#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34 \'&(#)%*#+ 5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7!'
2025-10-04 17:32:21,297 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: '\'&(#)%*#+ 5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7! ,)(!'
2025-10-04 17:32:21,297 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 4: '5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7! ,)(! !"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$#'
2025-10-04 17:32:21,297 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 5: ',)(! !"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$# -$!'
2025-10-04 17:32:21,298 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 6: '!"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$# -$! +(%,-\''
2025-10-04 17:32:21,298 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 7: '-$! +(%,-\' ()\'.\'/.#&"%,0.#\'/.#&\''
2025-10-04 17:32:21,298 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 8: '+(%,-\' ()\'.\'/.#&"%,0.#\'/.#&\' $6!-/(!)$,#1(!)(8,(.1('
2025-10-04 17:32:21,299 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 9: '()\'.\'/.#&"%,0.#\'/.#&\' $6!-/(!)$,#1(!)(8,(.1( 9&#)-7!:(!:&++!)/$:!%&*!\'&*;#*3!<.$!(8,*-&$.)=7!-/(.!:(!:&++!)/$:!:&-/!(8,*-&$.)'
2025-10-04 17:32:21,299 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 10: "$6!-/(!)$,#1(!)(8,(.1( 9&#)-7!:(!:&++!)/$:!%&*!'&*;#*3!<.$!(8,*-&$.)=7!-/(.!:(!:&++!)/$:!:&-/!(8,*-&$.)"
2025-10-04 17:32:21,312 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: ',-#)."+("%$/)0&%$"1)2#+$'
2025-10-04 17:32:21,312 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '0&&4%$/)5&()677.'
2025-10-04 17:32:21,313 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'A-*#-&.;!"$&.-5!*!'
2025-10-04 17:32:21,313 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '1$#2'
2025-10-04 17:32:21,313 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'ffi]}(Z]v]v(}u]}v(}uZv}]}'
2025-10-04 17:32:21,313 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '.1$#.3$'
2025-10-04 17:32:21,314 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '&*$'
2025-10-04 17:32:21,314 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '4(1"$'
2025-10-04 17:32:21,314 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '0(&'
2025-10-04 17:32:21,314 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '(1$#.00'
2025-10-04 17:32:21,314 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '$)6(2$!'
2025-10-04 17:32:21,315 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '0&.%"%8#'
2025-10-04 17:32:21,315 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'A(.-(.1(!'
2025-10-04 17:32:21,315 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "(.1$'&.;"
