2025-10-04 17:07:32,062 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20251004_170732_060 ===
2025-10-04 17:07:32,064 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_170732_060/input.pdf (3979403 bytes)
2025-10-04 17:07:32,064 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-10-04 17:07:32,064 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-04 17:07:32,064 |     INFO |         log_mappings:  83 |   'Vivek' → 'Anish'
2025-10-04 17:07:32,064 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-04 17:07:32,064 |     INFO |         log_mappings:  83 |   'Vivek' → 'Anish'
2025-10-04 17:07:32,068 |     INFO | log_pattern_building:  99 | Building regex pattern for 1 words (ignore_case=True)
2025-10-04 17:07:32,068 |    DEBUG | log_pattern_building: 100 | Words to match: ['Vivek']
2025-10-04 17:07:32,068 |    DEBUG | log_pattern_building: 101 | Compiled pattern: Vivek
2025-10-04 17:07:32,081 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 17:07:32,082 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 17:07:32,084 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!""#$"%&$'
2025-10-04 17:07:32,085 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!""#$"%&$'
2025-10-04 17:07:32,085 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '"#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34'
2025-10-04 17:07:32,085 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "'&(#)%*#+"
2025-10-04 17:07:32,085 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7!'
2025-10-04 17:07:32,086 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: ',)(!'
2025-10-04 17:07:32,086 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$#'
2025-10-04 17:07:32,086 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '-$!'
2025-10-04 17:07:32,086 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "+(%,-'"
2025-10-04 17:07:32,086 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '()\'.\'/.#&"%,0.#\'/.#&\''
2025-10-04 17:07:32,087 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '$6!-/(!)$,#1(!)(8,(.1('
2025-10-04 17:07:32,087 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "9&#)-7!:(!:&++!)/$:!%&*!'&*;#*3!<.$!(8,*-&$.)=7!-/(.!:(!:&++!)/$:!:&-/!(8,*-&$.)"
2025-10-04 17:07:32,087 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: '!""#$"%&$ !""#$"%&$ "#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34'
2025-10-04 17:07:32,088 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: '!""#$"%&$ "#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34 \'&(#)%*#+'
2025-10-04 17:07:32,088 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: '"#$%&\'()!*!)$+,-&$.!-$!-/(!0$--+(.(12!"#$0+(34 \'&(#)%*#+ 5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7!'
2025-10-04 17:07:32,088 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: '\'&(#)%*#+ 5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7! ,)(!'
2025-10-04 17:07:32,088 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 4: '5!$.!(*1/!)-("!$6!-/(!\'(1$\'(#7! ,)(! !"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$#'
2025-10-04 17:07:32,089 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 5: ',)(! !"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$# -$!'
2025-10-04 17:07:32,089 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 6: '!"#$%&\'%())$%&"()\'&(\'&*$\'$)%(!$# -$! +(%,-\''
2025-10-04 17:07:32,089 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 7: '-$! +(%,-\' ()\'.\'/.#&"%,0.#\'/.#&\''
2025-10-04 17:07:32,089 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 8: '+(%,-\' ()\'.\'/.#&"%,0.#\'/.#&\' $6!-/(!)$,#1(!)(8,(.1('
2025-10-04 17:07:32,090 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 9: '()\'.\'/.#&"%,0.#\'/.#&\' $6!-/(!)$,#1(!)(8,(.1( 9&#)-7!:(!:&++!)/$:!%&*!\'&*;#*3!<.$!(8,*-&$.)=7!-/(.!:(!:&++!)/$:!:&-/!(8,*-&$.)'
2025-10-04 17:07:32,090 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 10: "$6!-/(!)$,#1(!)(8,(.1( 9&#)-7!:(!:&++!)/$:!%&*!'&*;#*3!<.$!(8,*-&$.)=7!-/(.!:(!:&++!)/$:!:&-/!(8,*-&$.)"
2025-10-04 17:07:32,103 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: ',-#)."+("%$/)0&%$"1)2#+$'
2025-10-04 17:07:32,103 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '0&&4%$/)5&()677.'
2025-10-04 17:07:32,103 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'A-*#-&.;!"$&.-5!*!'
2025-10-04 17:07:32,104 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '1$#2'
2025-10-04 17:07:32,104 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'ffi]}(Z]v]v(}u]}v(}uZv}]}'
2025-10-04 17:07:32,104 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '.1$#.3$'
2025-10-04 17:07:32,104 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '&*$'
2025-10-04 17:07:32,105 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '4(1"$'
2025-10-04 17:07:32,105 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '0(&'
2025-10-04 17:07:32,105 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '(1$#.00'
2025-10-04 17:07:32,105 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '$)6(2$!'
2025-10-04 17:07:32,105 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '0&.%"%8#'
2025-10-04 17:07:32,106 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'A(.-(.1(!'
2025-10-04 17:07:32,106 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "(.1$'&.;"
2025-10-04 17:07:32,106 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'B$:!-$!1$3",-(!'
2025-10-04 17:07:32,106 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: ")(.-(.1(!(.1$'&.;C"
2025-10-04 17:07:32,106 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '9.:+44;)<#""#('
2025-10-04 17:07:32,107 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'D*2(!(+(3(.-'
2025-10-04 17:07:32,107 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: ':&)(!'
2025-10-04 17:07:32,107 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '3*F!$#!3(*.!$6!*++!'
2025-10-04 17:07:32,107 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: "/&''(.!)-*-()"
2025-10-04 17:07:32,108 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ',-#)."+("%$/)0&%$"1)2#+$ 0&&4%$/)5&()677. A-*#-&.;!"$&.-5!*!'
2025-10-04 17:07:32,108 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: '0&&4%$/)5&()677. A-*#-&.;!"$&.-5!*! 1$#2'
2025-10-04 17:07:32,108 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: 'A-*#-&.;!"$&.-5!*! 1$#2 ffi]}(Z]v]v(}u]}v(}uZv}]}'
2025-10-04 17:07:32,108 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: '1$#2 ffi]}(Z]v]v(}u]}v(}uZv}]} .1$#.3$'
2025-10-04 17:07:32,109 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 4: 'ffi]}(Z]v]v(}u]}v(}uZv}]} .1$#.3$ &*$'
2025-10-04 17:07:32,109 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 5: '.1$#.3$ &*$ 4(1"$'
2025-10-04 17:07:32,109 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 6: '&*$ 4(1"$ 0(&'
2025-10-04 17:07:32,109 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 7: '4(1"$ 0(& (1$#.00'
2025-10-04 17:07:32,109 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 8: '0(& (1$#.00 $)6(2$!'
2025-10-04 17:07:32,110 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 9: '(1$#.00 $)6(2$! 0&.%"%8#'
2025-10-04 17:07:32,110 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 10: '$)6(2$! 0&.%"%8# A(.-(.1(!'
2025-10-04 17:07:32,110 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 11: '0&.%"%8# A(.-(.1(! (.1$\'&.;'
2025-10-04 17:07:32,110 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 12: 'A(.-(.1(! (.1$\'&.; B$:!-$!1$3",-(!'
2025-10-04 17:07:32,111 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 13: '(.1$\'&.; B$:!-$!1$3",-(! )(.-(.1(!(.1$\'&.;C'
2025-10-04 17:07:32,111 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 14: 'B$:!-$!1$3",-(! )(.-(.1(!(.1$\'&.;C 9.:+44;)<#""#('
2025-10-04 17:07:32,111 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 15: ')(.-(.1(!(.1$\'&.;C 9.:+44;)<#""#( D*2(!(+(3(.-'
2025-10-04 17:07:32,111 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 16: '9.:+44;)<#""#( D*2(!(+(3(.- :&)(!'
2025-10-04 17:07:32,111 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 17: 'D*2(!(+(3(.- :&)(! 3*F!$#!3(*.!$6!*++!'
2025-10-04 17:07:32,112 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 18: ":&)(! 3*F!$#!3(*.!$6!*++! /&''(.!)-*-()"
2025-10-04 17:07:32,112 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 19: "3*F!$#!3(*.!$6!*++! /&''(.!)-*-()"
2025-10-04 17:07:32,116 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!""#$"%&$)%.)'
2025-10-04 17:07:32,116 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '!"#$%&"\'('
2025-10-04 17:07:32,116 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '+8#(+/%$/=)>-%?-)4#".);&:)*&)4&&@:0.A'
2025-10-04 17:07:32,116 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'H--(.-&$.!&)!I,)-!*!'
2025-10-04 17:07:32,116 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '>#%/-"#*'
2025-10-04 17:07:32,117 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '*%(#*;(!'
2025-10-04 17:07:32,117 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: '-/&)!&)!%(#J!"$:(#6,+!&6!-/(!:(&;/-)!*#(!+(*#.(\'K'
2025-10-04 17:07:32,117 |    DEBUG |     process_tj_array:  90 | TJ Array - Combined text: 'L.!*!'
